rating,userID,productID,userIDIndex,productIDIndex
5.0,ATL4Q21MX9946,B00004RHKX,10802.0,1790.0
5.0,A3RWEVIJSRQWPU,B00004RHAO,5853.0,289.0
4.0,A20BHA430QDYV2,B00004T7W2,1127.0,221.0
5.0,A3NFVF0FYB6O6F,B00004THYY,3724.0,768.0
5.0,A1WYHA60PI4SOM,B00004THYX,3085.0,3534.0
4.0,A13SIMPN41RFMV,B00004UDN8,118.0,721.0
5.0,A2YSLYQLODFGXQ,B00004WLKB,1221.0,1119.0
5.0,AHVEAUVZY1A6Y,B00004WLKA,65.0,178.0
1.0,A132XHDUEF6MX0,B00004Y75M,6601.0,426.0
4.0,AIDSEZ9HXPHZR,B000052030,10430.0,324.0
1.0,A2DQGD2M6EZRS6,B00008VXNE,5002.0,325.0
5.0,A3V0D97QKXDN5R,B0000CBJI6,162.0,1215.0
5.0,A2KQC4QQ8BPOLA,B0001NA29U,5123.0,308.0
2.0,A3TXA107MAOKW7,B00027CCCU,2528.0,1470.0
5.0,AU3B6ZQFEQTZ,B0002BBV46,10816.0,456.0
5.0,A2I2KPNJDQ9SL0,B0002BBX3U,419.0,290.0
5.0,A1HVZ6GEMKFUMU,B0002EQU6C,4396.0,6.0
5.0,A27JXR6QL0I80S,B0002EQU6C,2178.0,6.0
5.0,A1RBBG5K2L9MVW,B0002T6L5M,3028.0,148.0
5.0,A2AWZ5RP4B25YD,B0002UEPVI,4945.0,118.0
5.0,A38LYJ7NQ65G5L,B0002UEPVI,1696.0,118.0
5.0,AG3Y5X5REQ7XR,B00062N3ZQ,54.0,2661.0
5.0,AF9YETPKZ04AH,B0006O1ICY,6124.0,164.0
5.0,A1KCU61DJ18ORQ,B0006O1ICE,4438.0,12.0
4.0,AF118RSWRJ1D6,B0009K8PPS,6120.0,2323.0
5.0,AF647KPL45YFE,B000BD8MFQ,10325.0,3079.0
5.0,A2YZSOAVO9AA1O,B000BPK76G,712.0,1618.0
5.0,A29O4JX7DSD6D5,B000BR7JUG,7997.0,292.0
3.0,AWJTN0XXB91IK,B000CINVA6,10906.0,270.0
3.0,A2WTWR17KZ8ASZ,B000EDUTN6,11030.0,2040.0
5.0,A5LO435NOUDWM,B000EJUBBU,1788.0,3.0
5.0,AMIBIO5XYMEOP,B000F4OYMQ,10567.0,237.0
3.0,A3763BH2BVGQB4,B000FMWU42,9109.0,75.0
5.0,A2RRN31L82KLL6,B000FMWW8G,1636.0,2336.0
5.0,A38SM7EBWR16C8,B000FMWW8G,5513.0,2336.0
5.0,A26RT3QMF9U3V0,B000FMWZ5Q,676.0,257.0
5.0,AWK0BPMWTT67Q,B000FN0C4Q,604.0,2673.0
5.0,A2E4M33SZDQMA7,B000FN1FLA,3263.0,76.0
5.0,A11MY1FD7PZMPH,B000FPAN2K,4137.0,21.0
5.0,A18YPL8YARWVSN,B000H5OXPQ,6788.0,1806.0
5.0,A2URULTKOCNGPZ,B000H9JGFE,276.0,84.0
1.0,A2P2XU6AVMM89Y,B000H9L3NW,5201.0,85.0
5.0,A2X8KGSJ73EG9F,B000H9LIIW,1651.0,258.0
4.0,AGS3M9XU7YCA,B000HQIX2O,10379.0,259.0
5.0,A16KTYV908RXS8,B000I18LJS,307.0,3607.0
5.0,A2A1MGRXJKUXTT,B0000224J0,3223.0,1213.0
5.0,A9WK8EPYO7QE4,B00004R9TU,10150.0,934.0
5.0,A6NM45J12PJ0J,B00004UDN8,10033.0,721.0
4.0,A1O5ICD3DW52SR,B00004UDI2,4503.0,4182.0
4.0,A3CDNTD19GE28F,B00004YZQW,1255.0,4185.0
4.0,A37K9BUJ3K98YU,B00004Z2HD,9121.0,1467.0
4.0,A2TDKSW51T2BEH,B00004Z2HY,8637.0,2649.0
5.0,A3GIMHTGU4M912,B000087KUA,9422.0,65.0
5.0,A2YW4MTOHTBSHH,B0000DD1QQ,3460.0,147.0
4.0,A3OXHLG6DIBRW8,B0000DD5EN,3.0,1122.0
4.0,A3R1NWG76KG2Y2,B0000DGAMO,9760.0,2656.0
5.0,A2J30NA707KFNL,B0000YHN9W,5092.0,492.0
5.0,ABHYYOD5F78GF,B00011Q5QG,10202.0,131.0
5.0,A3VGHF7VNFBMCQ,B0001CUMXM,1783.0,103.0
5.0,A14VOWNEHW22EY,B0001GAYRC,6658.0,55.0
4.0,AE0CF0D9PMHL8,B00020BQGK,2606.0,1123.0
5.0,A1OWY67Z3ESWDI,B00020JO9Q,7335.0,3061.0
5.0,A2O4Y3QOPHS6H5,B0002BBV46,531.0,456.0
5.0,A2013YGA1C8E9N,B0002EQU6C,104.0,6.0
4.0,A850KG5PRS2WF,B0002FSBMC,990.0,1797.0
5.0,A3T8WOFS5RD2IR,B0002YX98O,2521.0,291.0
5.0,A22Z554ZQ8NFPC,B0006945SS,4786.0,1322.0
1.0,A37UYBD1IH1P31,B0007LDJ9Q,9137.0,310.0
4.0,ADOZEAP0WB7LY,B0008G1YGA,2605.0,880.0
5.0,A1A0JW46IC0AJ3,B00095V0NC,6821.0,1324.0
5.0,A2MPQHYMT258ZV,B00095OGQU,8444.0,1615.0
1.0,A3AZ0NDDKSOQJM,B0009F86SE,9248.0,1024.0
5.0,A178ZLVU4TI928,B000BQKDPA,623.0,200.0
5.0,A177UPQB4Y2603,B000BQL8GI,1411.0,4222.0
5.0,A1M5G3GYLF5GJH,B000BQO15I,7252.0,941.0
5.0,ANW8YLLLC39O7,B000CSS8UE,10601.0,16.0
5.0,A2ASHRZNO9DMLP,B000DZCZIW,1574.0,4229.0
5.0,A1ULT4WTQ51BQV,B000FIDTYG,1499.0,167.0
4.0,A213J54E63SYOP,B000FIJ7GA,514.0,1224.0
5.0,A1MRAZ0H2HH7CE,B000FMWU42,175.0,75.0
4.0,A3BJIYWI6Q5ZOK,B000FP83PE,2425.0,529.0
5.0,A502QHHI91ENR,B000FPAN2K,1311.0,21.0
4.0,A2UEHE3LJ56XIF,B000FPAN2K,10.0,21.0
5.0,A3W4F8VCS92GZ2,B000FPAN2K,575.0,21.0
5.0,A28VZIE28BUZ7V,B000FW7UOM,4910.0,2042.0
5.0,AOF3C7VFLDNLC,B000H9JF8C,10622.0,2679.0
5.0,A3OQ733BI1AWKT,B000H9JG7C,5810.0,83.0
5.0,A3LTBJV4QPSRCB,B000H9JG7C,2478.0,83.0
5.0,A2528M3FAR56EP,B000H9K5J0,4832.0,1630.0
5.0,A3L1VJMHFWONCB,B000H9NDW6,0.0,1632.0
5.0,A3RAH12S9PMUF3,B000HBOYZO,2512.0,159.0
5.0,A6JV90PMDIYYX,B000HQIX2O,5965.0,259.0
3.0,ANW6EGY12V5XS,B000I1EHK0,4005.0,393.0
3.0,AKN6V9Y0YH421,B0000223UV,6215.0,307.0
4.0,A1G6A15N13TKA3,B00004RH8J,2900.0,2017.0
5.0,A3MUC0PKI4B0OL,B00004RH8I,240.0,193.0
5.0,A57EYS6UDZ7JD,B00004RHAO,1786.0,289.0
5.0,A2PNOU7NXB1JE4,B00004SZ5J,8524.0,2018.0
4.0,A2EAX554QBNBF0,B00004T7W2,2220.0,221.0
5.0,A2EZBKKBVLNXQ4,B00004TBJD,8208.0,392.0
5.0,A2NSXY5L42ZUGO,B00004WCCP,1624.0,130.0
5.0,A3PAAMUXEV4ZZO,B00004WCCL,1289.0,79.0
4.0,A28Y1YD0QK88M5,B00004Y68Y,3217.0,371.0
3.0,A956IY3B7SLC1,B00004Y75M,6017.0,426.0
3.0,A3FQC5WEAA9WDH,B00004Y75M,9394.0,426.0
5.0,A384C8P1GDXMRN,B00004YZQQ,87.0,358.0
5.0,A1U0QSDR7T41XQ,B00005IBW1,4623.0,3051.0
5.0,AFQMYHCBM4VH7,B00006IC2O,3919.0,204.0
5.0,A2G238PIUUG1XD,B00008US7G,8243.0,1121.0
3.0,A1ODOGXEYECQQ8,B0000DD5EN,100.0,1122.0
5.0,A376OJHLE6SU9Q,B0000DGAMO,2402.0,2656.0
5.0,AUDLAN1D4AD97,B0000DH4JZ,25.0,1021.0
4.0,ASQDKT9LTFDIZ,B00011Q5QG,6364.0,131.0
5.0,A3SPOFD5GNBH6B,B000132VIK,2516.0,1796.0
5.0,A1V3PCKVCJ3TTZ,B0001CUMXM,7537.0,103.0
1.0,A3J5REDVI88HZO,B0001GAYRC,5697.0,55.0
3.0,A1GXJW4152V4LJ,B0001GAYRC,1446.0,55.0
5.0,AJP7IKVQXDJ7G,B0001NA29U,10467.0,308.0
5.0,ALB0F8XYQKZPZ,B0001SR4NM,6225.0,2022.0
3.0,AQG6AQXC703WD,B0002KRABU,6319.0,66.0
1.0,A1IYHHZZ4HO6VF,B0002KRABU,7132.0,66.0
1.0,A3KVXROGIY42XS,B0002Q8TP0,5733.0,679.0
5.0,A5QAUFRTMJVQ5,B0002YOZIW,453.0,937.0
5.0,A20IJI3V7K290R,B0002YTLFE,7719.0,938.0
3.0,A3Q4TYJVAM4IRM,B0002YX98O,1294.0,291.0
5.0,A31EGB3CIXUXBQ,B000BQKBCK,931.0,555.0
5.0,A14Z6D3IRJ23F7,B000BQR55G,1402.0,374.0
5.0,ASWTGWOE7YB9T,B000BQR7BI,1368.0,817.0
5.0,A2WDCAMKCCP1UR,B000BVXVS6,1214.0,4224.0
5.0,A2A0V1METFBH1W,B000BW0YDK,524.0,3088.0
3.0,A2PU0PTT3B79EV,B000CSK0H8,8528.0,3090.0
2.0,A2VS78QUR9DRD8,B000CSS8UE,8703.0,16.0
5.0,A29QTWITNBUWT4,B000CSS8UE,8002.0,16.0
5.0,A2EX6C3H50X3DD,B000EJ332O,5023.0,74.0
5.0,A3CDX13W3BXHTP,B000EJUBBU,5574.0,3.0
2.0,A32O1XRBGTYNR4,B000EJUBBU,1230.0,3.0
5.0,A3CP7Q61FW18TK,B000EJUBBU,111.0,3.0
5.0,A1FTJHRDBGU68Z,B000F09CEA,7030.0,222.0
5.0,A3P09GI06CGD3B,B000FE7GXU,159.0,3591.0
5.0,A1R9U5BH4V5JO5,B000FFIJF8,3026.0,459.0
3.0,A3J5AD8ETD0GQK,B000FN1FLA,9511.0,76.0
5.0,A19XV0KHIB0B1Y,B000H9FXEM,2845.0,82.0
4.0,AOBF7MY3JLLAQ,B000H9JCE4,10618.0,460.0
5.0,A1B3V68TA4SQY,B000H9JCE4,57.0,460.0
5.0,A1SA6ZRMBR7XZT,B000H9JCE4,2082.0,460.0
5.0,AGAVA6124H5U2,B000H9QG5C,6138.0,3604.0
5.0,A1515QEUS6XJB2,B000HQIX2O,6660.0,259.0
5.0,A2TZYTHDSUIM10,B000I1EHK0,3403.0,393.0
5.0,A3VV0MZS5I3OM,B000H9M4GM,3810.0,1631.0
5.0,A2WZYLIWSNY2M8,B00002ND44,2341.0,2312.0
5.0,A3H8IY7QU15G21,B00002NC3K,5666.0,163.0
5.0,A385EMUO5MFLL4,B00002ND49,3560.0,933.0
5.0,A35NXPU6NHG4DK,B00004Z2HN,9066.0,875.0
4.0,A1U7MPHVW80CPJ,B0000DD0VA,3060.0,268.0
5.0,A25PNHM97EALLU,B0000DD5H0,674.0,1020.0
5.0,AN30G4IKL1BMZ,B00011Q5QG,1840.0,131.0
5.0,A1CRXPYANK19L6,B000132VDA,6934.0,769.0
5.0,A3HYWGYSD2EEX8,B0001CUMXM,9474.0,103.0
5.0,A8QC2O7KA1V8D,B0001CUMXM,3868.0,103.0
5.0,A2FSQHKAMIUWGW,B0001SR4NM,2232.0,2022.0
5.0,A24UA6W45CJXB,B0001YIUZC,4823.0,3060.0
4.0,A1S1RAEP3AUCTM,B00020JO9Q,4589.0,3061.0
5.0,A1V32O52LIZTC9,B0002BBV46,853.0,456.0
5.0,A2ZGLPPG94AZNW,B0002BBX3U,5367.0,290.0
5.0,A26DG05WFGH2V0,B0002UEPVI,270.0,118.0
5.0,A3AG9EMFAFKXDR,B0002YTBWC,9226.0,2660.0
5.0,A2IMLOJ2Z2QEU2,B0002YX98O,1598.0,291.0
5.0,A295R5X3S7BDRZ,B00063KZBA,7983.0,3074.0
5.0,AJ8M6GVFGIRLS,B0006IX85K,6192.0,15.0
5.0,A2RUPMTA3M355B,B0006IX85K,8597.0,15.0
4.0,A2FQCC73R51X2H,B0006IX85K,22.0,15.0
5.0,A1VPJT3BHZ9UAS,B0006O8QQ0,402.0,1614.0
5.0,A2B2SKDBZRZUJR,B0008GK25E,414.0,2027.0
4.0,AKBA6AERX1DG2,B0009PRFYU,6210.0,1325.0
5.0,A1NIBE2WEWDQN3,B000AY31CK,396.0,2030.0
5.0,A1G8SL79SLJQCB,B000B9RUMG,633.0,4212.0
5.0,A1NIBE2WEWDQN3,B000BQO3II,396.0,2035.0
5.0,A2YS46W9S4SKXB,B000BQR55G,8825.0,374.0
4.0,A27NQRR06H2JEY,B000BW0YDK,879.0,3088.0
5.0,A89Z6QDQND21B,B000CINVA6,2574.0,270.0
5.0,A2GEG7NWDYSDA4,B000DCN8SQ,5050.0,1128.0
5.0,A1YS2AHPP7QF8J,B000E9ZKDY,4713.0,495.0
5.0,A3QBHP9ZOXOLZF,B000EJ332O,9743.0,74.0
5.0,A3BYFVF4KID2ER,B000EJUBBU,5566.0,3.0
5.0,A2R1EESPW4N1ZB,B000EJUBBU,8566.0,3.0
5.0,A3H04K7VXT8KV3,B000F09CEA,3659.0,222.0
3.0,A125KSNJI8QQNU,B000F09CEA,6568.0,222.0
5.0,AUB66XXDKZEXD,B000F4UP10,137.0,4233.0
5.0,A4Y3WBDD83IR8,B000F4OYMQ,9970.0,237.0
5.0,AJ2ICMO59T3H,B000F4OYMQ,2641.0,237.0
4.0,A1DBOXG3JSBGWN,B000FMWZ5Q,4317.0,257.0
5.0,A1E8U084NSVPTD,B000FMZ3B4,6975.0,1626.0
5.0,AEATM4CFJCG3Y,B000FN1FLA,10297.0,76.0
1.0,AVTPE77IQ7G8F,B000FSIV6M,603.0,1804.0
5.0,ASY2S76509ITB,B000FW7UOM,6370.0,2042.0
1.0,A9JFZ36PBLKTI,B000FZ2UOY,10135.0,32.0
5.0,A2BUQ240COLAOP,B000FZ2UOY,8089.0,32.0
5.0,A3M0XJIDMLA70W,B000GUP7UC,361.0,2338.0
5.0,AT9UTWR7NNNRP,B000H9FXEM,2694.0,82.0
4.0,A28S2IC6HHZLY8,B000H9JCE4,227.0,460.0
4.0,A6LWBV4CHX4X2,B000H9L3NW,2563.0,85.0
5.0,A1956EMIWPX8VW,B000HQIX2O,4252.0,259.0
5.0,A22CZU6SPU5W0E,B00002NC3K,7787.0,163.0
5.0,A2A3YKT15R5A02,B00004RH8I,8018.0,193.0
5.0,A3MGVS3ZMJ7GQK,B00004T7W2,3713.0,221.0
4.0,AEV34C745C0FH,B00004TBJF,2615.0,1018.0
4.0,A3EJG9CB21WJJB,B00004UDN8,9355.0,721.0
5.0,A3MGVS3ZMJ7GQK,B00004YMDF,3713.0,3046.0
5.0,A1LAAZUR8YFRW8,B000087KUA,1468.0,65.0
5.0,A1AZ3AZ8I5DQ3,B0000DD1QQ,2856.0,147.0
5.0,A2OJMSM0T2PTMX,B0001GAYRC,5189.0,55.0
3.0,A1R42G8S6JIOEI,B0002E1I6Y,221.0,770.0
5.0,A28HUBMSCXVQW0,B0002EQU6C,3212.0,6.0
5.0,A2N4SU1O376NGJ,B0002KRABU,905.0,66.0
5.0,A108V86ETVPNBV,B0002ZWKQK,6503.0,879.0
5.0,A2Y9QKLZUU896A,B00030L4U2,8806.0,1217.0
5.0,A36H2LRLF1EHMK,B00062N40A,3540.0,4199.0
4.0,A2934N3BUUIS8S,B0006IX85K,882.0,15.0
5.0,A3TNW65BBL5QIH,B0006O1ICY,9857.0,164.0
5.0,A1ZEMWSVC1QV73,B0006O1ICE,4733.0,12.0
5.0,A3M0XJIDMLA70W,B0008G1Z32,361.0,1472.0
4.0,AA460WUKL3BC6,B0009DV7Y6,10158.0,939.0
5.0,ALXX8H1MJPICH,B0009SPY04,1838.0,1125.0
1.0,A39LR8YOU5KQON,B000AMC5WY,5527.0,2326.0
5.0,A2LMXQOYN5BNV0,B000BPIM68,2273.0,3084.0
5.0,A3HLXZUVXPY6FJ,B000BPRKZW,5670.0,3085.0
5.0,A2DDVFZHIVLQKN,B000BQMRU4,3255.0,2034.0
5.0,AK9K1N4UUEN84,B000BUXY0W,777.0,3583.0
5.0,A3HXTKTCI5VPXQ,B000CMHNY2,9472.0,1803.0
4.0,AVFG6A4VZNF29,B000DZBLNC,1373.0,818.0
4.0,A2C7Q4SHUFSNY3,B000E60U6Y,186.0,375.0
5.0,A326M2K0T0FG30,B000EDKOLI,8943.0,772.0
5.0,A1U3VYGCSTKZKZ,B000EJ332O,3057.0,74.0
5.0,A8NDF5DGEGZM1,B000EJUBBU,6005.0,3.0
4.0,A3HUAL9QYNOSS,B000EJUBBU,9466.0,3.0
5.0,A2P0X9DAZD0EES,B000F09CEA,5195.0,222.0
2.0,ADLVFFE4VBT8,B000FED5E4,1812.0,1623.0
5.0,A3CJD2FRZCABCJ,B000FFIJF8,9301.0,459.0
5.0,AGOH8N902URMW,B000FIDTYG,163.0,167.0
5.0,A1VN86QGB27XZ8,B000FK9HH2,3073.0,1624.0
5.0,A3PUAWXZ91F53W,B000FMWVDC,3751.0,1625.0
5.0,A1NCH1JMWULO4E,B000FMWU42,2981.0,75.0
5.0,AI757Z7LWG3AS,B000FOC8EC,6169.0,1130.0
5.0,A3SSSVZHCZDCVG,B000FPAN2K,752.0,21.0
5.0,A3EXE7PM89K4C,B000FPAN2K,9364.0,21.0
2.0,A22NKFOH9RATRC,B000FPAN2K,3142.0,21.0
5.0,A3AYSVNDYZC09Z,B000FZ2UOY,9246.0,32.0
5.0,A2LXZBAIK0FCJ7,B000H5QHK0,5144.0,4242.0
5.0,A27QP4IT958BML,B000H9FW16,124.0,80.0
5.0,A7W2F6LL1Z5YQ,B000H9FWVQ,1794.0,3101.0
5.0,AR6NGWZB1XTT3,B000H9JG7C,1364.0,83.0
5.0,A38GDD3T51JGBL,B000H9K5J0,438.0,1630.0
2.0,A29V83WPM7LOU,B000H9L3NW,4927.0,85.0
5.0,A27QP4IT958BML,B000H9L3NW,124.0,85.0
4.0,A8X8L4CQATLT7,B000HBOYZO,458.0,159.0
3.0,A3QWQC11J85ZS8,B000HE5DUG,1756.0,594.0
5.0,A1P5HESYE8IF3J,B000HQIX2O,7344.0,259.0
5.0,AXU8RH1DEV21H,B000I1EHK0,1876.0,393.0
4.0,A1KNHNT9HJB573,B00004RHKW,7194.0,1214.0
5.0,A3UOH16GA7UXU8,B00004UDI1,5899.0,3044.0
5.0,ABTA0G9CQ0ELG,B00004WCCP,3891.0,130.0
5.0,A1GVHRQTJAWMDV,B00004WCCP,1069.0,130.0
5.0,A1HORUIZN0IW1S,B00004WCCL,4392.0,79.0
4.0,A1RUVNSLLZWYOB,B00004Y68Y,2074.0,371.0
5.0,A3PNNTUOYFUIYS,B00004Y75M,9716.0,426.0
4.0,AZNRK2K5ZD7I1,B00004YYD2,6487.0,1792.0
3.0,A180OG16NM4QUU,B00006IC2O,2823.0,204.0
5.0,A2085C3B8XMGQQ,B0000DD0VA,7711.0,268.0
4.0,A3U7SU84ZBL6R7,B0000DI7WZ,9877.0,3058.0
5.0,A23NSBDCZCRVPI,B00011Q5QG,872.0,131.0
5.0,A1F82H5BSRGFAH,B0001GAYRC,1985.0,55.0
5.0,A1ZWGOR4XD3TMM,B0001GAYRC,7703.0,55.0
4.0,A2V088Q6XSSBZS,B00022749Q,3416.0,455.0
5.0,A1UPPWRVSLJPJO,B00022749Q,3063.0,455.0
5.0,A1MF6FRHZUCTBS,B0002EQU6C,4470.0,6.0
3.0,A3PG659VPWCT05,B0002EQU6C,1747.0,6.0
5.0,A1FE97UWJ2BT7S,B0002QTJ0E,2895.0,3552.0
5.0,A2JSS0K74E907F,B0002T6L5M,2264.0,148.0
1.0,A3LGT6UZL99IW1,B0002ZPB34,290.0,3072.0
5.0,A27S9FH40J97TT,B00042K694,2181.0,2025.0
5.0,AO2JM9LV3Q0LC,B00042KJQ4,10605.0,680.0
3.0,ARFOQ2MEA3XZG,B0006IX85K,10719.0,15.0
5.0,A1157JBNCPCA5Q,B0007TYCA8,1393.0,771.0
5.0,ALNYO7MW7ALT0,B000BD8MFQ,591.0,3079.0
5.0,A2SGX7YCZ7WCV0,B000BQKBCK,3391.0,555.0
4.0,A21YJ523WUSXQ5,B000BQO15I,1132.0,941.0
5.0,A3BGU9MCS9LDB0,B000BQR55G,2424.0,374.0
5.0,A24HJ2I94TQURD,B000CINVA6,4812.0,270.0
4.0,A3QY3T4XYOWBYF,B000E5QFIW,3758.0,1223.0
5.0,A13ASNXMR3X34R,B000EDKOLI,6615.0,772.0
1.0,A1JZFGZEZVWQPY,B000EJ332O,495.0,74.0
5.0,A2Z61XRSS16Y8T,B000EJUBBU,8837.0,3.0
5.0,AFDV5QEESQVBK,B000F76VBK,10335.0,1129.0
4.0,A1BS19UM1QKQV1,B000FEM392,6897.0,179.0
5.0,A1RZ1DPVOV8K0S,B000FFIJF8,7436.0,459.0
5.0,A15SJZ4T6Q25VE,B000FMWLR8,1045.0,3094.0
5.0,A3GIZ0VFD8CS47,B000FN1FLA,3651.0,76.0
5.0,A15ZC6A0TRR0QS,B000FPAN2K,6692.0,21.0
5.0,AKGRDQSF4MVXY,B000GAQCP6,10497.0,5123.0
4.0,A1OEDOMDILUIZQ,B000H5WVCS,4509.0,1629.0
5.0,A11KD38OSDMZPA,B000H9FXEM,4135.0,82.0
4.0,A1IRY3E3OVCK1V,B000H9FW16,2927.0,80.0
5.0,A26VLEP7QVL7OZ,B000H9FXEM,4873.0,82.0
5.0,A36DP9AQ1IC31S,B00004TBJF,9083.0,1018.0
5.0,A1JB7HFWHRYHT7,B00004YYD0,1078.0,1791.0
5.0,A2IT81XDM9TNOB,B00004YZQP,3301.0,372.0
4.0,AFJOSH1UTYUAK,B00004YZQP,10345.0,372.0
5.0,A9RKOF9YYVBM4,B00005JRLF,10147.0,2650.0
5.0,A2I4MB1IHUPRR9,B000087KUA,5076.0,65.0
1.0,A1LOENXGC0WRI2,B000087KUA,640.0,65.0
5.0,A2WDYZEV8V0KPU,B00011Q5QG,8728.0,131.0
5.0,A2XU6J41ZQOJ2V,B00020BQGK,8785.0,1123.0
5.0,A1QA8CFOV2I62J,B00020BQGK,7381.0,1123.0
5.0,A2HH22URVI2HDJ,B000234ITO,339.0,117.0
5.0,A3OU1EOI9ESAJ1,B0002BBV46,5812.0,456.0
5.0,A13LXZGAGKNN7O,B0002BBX3U,1911.0,290.0
5.0,A4ZZ6E1Z2JVZY,B0002EQU6C,983.0,6.0
2.0,A2H4EBQ6GFUXRK,B0002KRABU,273.0,66.0
5.0,A137WYL3312W1W,B0002KRABU,1038.0,66.0
5.0,A2JJ3DRMKG2XUE,B0002Q8TP0,8343.0,679.0
4.0,ANGGNFE8DXGYC,B0002Q8TP0,10592.0,679.0
4.0,A19H6HOF0GJG1Z,B0002Q8TP0,6801.0,679.0
5.0,A2E0HOFVNJ0GWL,B0002Q8TMS,2219.0,2659.0
5.0,A1YO38P4WUOA3Q,B0002YUZ22,7655.0,2322.0
5.0,A96UV30LJ67EN,B00062N45K,6018.0,3556.0
5.0,A1F5XVPFVDLI1U,B00062N4K0,7012.0,1321.0
5.0,A1V5J8QST8KPX9,B00062N4K0,7538.0,1321.0
2.0,AVXHHT7OU5HLI,B00062N4K0,6426.0,1321.0
5.0,A3F2MSJ6I29V33,B00062W6MM,9370.0,1023.0
3.0,A3M0XJIDMLA70W,B0006IX85K,361.0,15.0
5.0,A1D7KC1H8GX2LT,B0006O1ICE,4315.0,12.0
5.0,ARPR5OAJ5VMCC,B0006O8QQ0,2686.0,1614.0
5.0,A14BTWTPGBT857,B0007LDJ9Q,6638.0,310.0
5.0,A1DP3EET6HA2I4,B0008G1YGA,4323.0,880.0
4.0,A3ENX1Y48DJQVK,B0009KMYHI,2443.0,311.0
5.0,A2K120FSDZVEPR,B0009XB4O4,3316.0,815.0
5.0,A20HN2QECYEUF4,B000BN9IH2,7716.0,1474.0
5.0,A1XWGIMTGKMDS3,B000BO6NY2,7632.0,2667.0
5.0,A1IJQFK2NGGSBS,B000BO9CJ0,1075.0,427.0
5.0,AI0BCEWRE04G0,B000BQR55G,467.0,374.0
5.0,AUIPISBKM7JPD,B000BQY9XW,1023.0,1221.0
5.0,A1QF996642YT9L,B000BT32UA,3017.0,256.0
